cgpa,internships,projects_count,github_activity_score,leetcode_rating,codechef_rating,coding_score,aptitude_score,communication_score,attendance_percentage,certifications_count,project_impact_score,certification_impact_score,placement_score
9.1,1,1,22,1397,1029,9.6,28,68,88,0,35,38,67.67
6.7,1,4,73,1542,1480,19.0,43,54,71,1,34,61,64.63
6.5,1,2,50,1728,1465,19.8,44,62,88,1,65,44,64.81
6.9,1,4,49,1167,1419,9.1,36,100,75,6,63,58,75.27
6.4,2,3,56,1743,1785,27.6,45,36,82,1,60,54,73.34
7.6,3,1,7,1322,1314,13.6,66,52,81,1,65,37,72.24
9.4,0,3,40,1612,1316,16.7,77,88,59,2,89,68,91.64
7.9,1,0,18,1442,1798,22.3,64,70,70,1,54,56,70.48
7.2,0,1,12,1582,1349,16.4,63,73,65,4,68,90,68.64
7.1,2,1,16,1563,1461,17.0,43,53,69,3,56,40,70.03
5.6,2,3,21,1883,1881,29.2,12,71,81,2,58,63,62.5
8.6,4,2,40,0,900,2.5,66,79,70,3,72,59,84.72
7.4,1,3,32,1429,1356,14.1,84,67,81,2,50,75,73.09
7.3,4,2,21,0,900,2.5,77,93,66,4,57,86,86.28
10.0,0,4,78,1409,1422,16.0,58,73,74,3,37,54,85.42
7.9,2,4,47,1820,2200,32.9,61,70,92,6,39,70,87.89
6.6,0,5,81,1920,1690,29.4,85,52,69,0,79,43,79.43
7.0,3,4,74,1381,1513,17.4,47,67,85,1,89,70,85.12
8.9,1,3,59,1707,1522,21.1,51,70,63,1,63,66,76.83
7.6,2,2,30,1243,0,10.9,27,73,86,4,65,58,75.69
5.8,3,4,51,1709,1375,19.7,68,62,69,0,94,33,76.04
8.6,0,0,0,1776,2119,30.8,51,71,70,4,60,55,70.43
6.7,0,2,7,1417,1760,19.0,54,52,88,3,74,88,63.11
9.7,3,1,33,1833,2139,31.4,72,79,54,3,54,51,88.53
8.8,1,2,44,0,900,4.0,46,68,76,3,58,52,72.53
7.0,0,2,41,1421,2107,24.5,68,55,87,2,30,45,66.99
9.0,1,2,0,1507,1559,19.5,69,53,59,1,97,63,77.25
7.6,1,6,79,1617,0,16.5,53,75,76,1,92,40,83.27
8.5,0,6,91,1211,0,8.0,75,78,65,0,48,65,83.57
8.1,1,3,65,1092,1244,8.2,58,61,71,3,66,65,76.64
6.5,0,3,50,0,900,3.7,72,38,79,1,97,57,64.35
6.7,1,1,24,1583,0,15.1,48,83,82,2,51,71,67.97
8.7,3,5,59,1277,1248,8.9,70,86,82,1,99,51,97.74
7.1,5,2,39,1133,1077,7.2,53,99,89,4,100,87,92.89
7.0,2,3,42,1730,1723,23.7,66,30,75,0,65,49,70.8
6.4,0,2,23,1955,1775,28.0,66,54,71,1,44,35,66.16
8.0,3,2,16,1757,1798,25.3,52,51,82,0,37,49,70.72
10.0,1,1,7,1144,1233,7.7,52,40,88,3,77,40,71.12
6.2,0,4,62,1553,1301,16.2,56,59,70,1,71,75,73.66
7.5,4,1,1,1407,1416,15.5,61,65,80,0,41,55,68.96
9.2,2,1,17,1244,1181,8.7,70,65,82,1,61,44,75.2
7.4,2,1,41,0,900,1.8,64,35,78,0,61,64,66.91
8.0,2,3,24,1525,0,14.3,10,73,81,2,98,60,74.09
6.2,0,3,52,0,900,4.1,75,39,84,3,96,58,66.84
8.0,0,6,90,1479,1723,19.4,67,80,80,1,63,40,89.75
7.3,2,3,41,1430,1417,15.0,81,77,77,2,75,56,80.88
8.7,0,1,31,1796,1811,26.0,75,71,76,1,49,28,71.0
8.9,1,4,55,1889,1658,25.5,52,59,88,5,55,91,86.3
10.0,2,2,45,1403,1453,16.9,38,71,81,0,73,26,77.51
8.2,2,4,41,1446,1682,18.2,92,54,89,4,64,77,84.29
7.9,1,1,50,1425,1364,14.3,83,73,79,4,66,50,81.38
7.7,2,5,91,1654,2049,27.2,73,85,84,3,55,60,94.95
7.1,3,1,0,1599,1824,23.1,45,81,83,3,85,76,75.28
7.9,2,4,75,1287,0,10.1,36,63,72,1,67,74,81.93
7.1,0,7,85,1461,1526,16.2,52,83,53,4,53,99,85.0
7.7,1,3,67,1050,900,3.3,75,68,61,1,81,76,78.22
9.1,1,2,49,1028,900,3.1,16,29,86,1,89,46,63.83
6.3,0,2,17,1145,900,4.5,46,79,83,3,64,50,59.86
8.9,1,3,54,1424,1022,8.7,100,69,78,3,77,69,87.73
9.1,0,4,47,1683,1608,22.7,53,74,80,4,60,66,85.12
7.4,1,4,66,1265,1217,9.5,60,55,71,0,39,48,69.62
5.0,3,8,100,1462,1518,17.6,59,75,70,0,94,32,87.22
6.8,0,2,23,1565,1340,16.7,91,48,75,2,63,62,67.35
9.1,2,1,1,1960,2168,33.8,54,86,86,2,73,52,80.41
7.5,2,4,61,1516,1462,18.0,27,46,88,0,58,71,74.03
6.3,0,4,64,1530,1607,20.0,78,62,81,3,65,86,78.18
6.9,4,8,100,1318,900,9.2,40,82,78,2,85,36,92.61
8.5,1,2,22,2051,2051,34.0,33,88,77,3,70,59,77.34
8.2,1,1,14,0,900,3.1,87,77,74,1,39,50,68.02
7.2,2,3,29,1729,0,20.3,73,78,58,3,76,64,83.38
7.1,1,4,69,1166,1174,8.9,53,75,86,5,63,61,83.05
7.0,2,1,0,1949,1751,27.9,80,53,84,3,36,73,70.67
6.4,0,2,48,1715,2100,29.8,77,67,80,4,51,55,75.01
9.4,3,1,20,1570,1248,14.8,47,72,84,2,49,74,78.44
7.1,1,3,53,1698,0,20.8,63,78,95,2,75,54,78.62
9.0,2,1,31,1840,2163,32.6,58,85,72,2,60,68,86.48
9.3,0,1,23,1274,1302,11.2,48,68,81,3,83,40,70.29
8.7,2,4,52,1383,1024,8.8,60,64,65,3,59,58,81.57
7.0,2,1,38,1488,1373,16.8,73,77,95,3,66,70,76.19
8.0,1,5,44,0,900,2.3,43,60,78,2,64,61,72.32
7.5,2,1,41,1127,0,6.9,74,80,57,0,48,31,72.39
6.4,1,2,17,1718,1443,20.2,26,60,74,3,55,65,62.96
7.9,3,3,41,1417,0,12.6,63,54,90,4,55,16,77.42
6.1,1,4,79,1384,1359,13.5,46,51,85,4,79,34,69.95
8.9,3,3,79,1307,1377,9.8,88,20,94,0,79,48,87.73
6.9,3,6,84,1489,0,12.7,30,59,76,2,61,37,75.93
7.7,1,3,25,1546,1766,22.7,55,72,86,0,41,52,73.67
7.8,0,2,46,1798,2068,30.8,45,100,81,1,76,29,79.91
7.2,1,2,33,1807,1981,29.8,49,51,81,1,72,88,74.78
8.2,3,4,42,1159,991,6.1,39,58,68,3,99,48,81.95
6.9,0,2,37,1638,1627,20.3,63,49,47,2,54,79,66.08
8.5,1,1,2,1868,2200,33.6,64,52,77,1,61,56,70.85
5.9,3,6,84,1433,1095,12.0,28,66,57,0,79,52,75.7
7.7,1,2,20,1449,1166,13.2,71,56,83,0,82,47,69.68
9.8,2,2,4,0,900,2.6,31,57,73,2,78,74,69.82
6.3,0,3,21,1380,1357,13.6,60,64,69,3,64,72,60.63
6.7,0,2,24,1661,1242,17.5,91,68,69,2,65,57,68.07
8.1,2,2,41,0,0,4.7,44,52,78,2,60,60,70.6
7.7,0,2,52,1586,1699,21.3,54,80,87,1,21,78,69.65
7.9,1,3,67,1793,2200,32.4,45,89,75,1,59,55,81.65
8.1,3,3,23,1466,1514,17.2,47,75,70,1,48,54,77.81
8.3,1,4,54,1877,2200,34.4,65,73,70,0,51,34,85.51
8.8,4,5,60,1679,1924,26.2,89,29,94,2,89,60,97.19
8.0,4,0,8,1852,1381,20.1,59,49,77,2,34,58,72.51
7.2,1,1,43,0,900,1.2,81,39,50,0,57,71,61.59
8.3,0,0,12,1321,1304,10.4,46,79,74,2,49,65,63.89
9.8,2,2,47,1970,1947,32.7,79,84,63,2,47,67,93.77
7.3,1,3,79,1333,0,8.8,89,68,71,3,70,82,85.57
6.3,0,4,34,1347,1547,15.2,81,54,66,0,100,34,68.24
8.8,2,3,38,1381,0,10.7,73,61,97,1,43,65,80.06
7.4,0,1,30,1349,1642,16.6,71,100,81,0,89,25,70.27
4.9,3,3,49,2068,2200,37.1,46,66,88,1,58,25,72.38
8.5,0,4,73,1656,1596,22.5,33,63,96,1,100,44,82.01
6.9,0,3,40,1648,1496,20.0,71,68,80,4,61,58,75.87
7.4,0,1,25,932,900,5.5,45,41,100,2,57,27,57.96
7.9,4,0,0,1885,1891,28.9,47,72,62,3,10,46,72.94
7.7,2,4,73,1188,1268,8.1,33,58,92,4,96,56,81.7
8.4,3,4,58,1489,1376,14.8,49,72,79,1,63,41,81.58
7.0,1,3,67,1288,1184,10.6,79,45,86,2,54,75,78.11
8.1,1,2,55,1571,1642,21.3,77,92,76,2,80,71,87.91
7.2,0,3,26,1960,2200,33.8,36,46,84,2,100,53,65.68
8.4,1,2,57,1211,1271,9.8,42,59,82,0,79,61,72.46
8.2,1,5,83,1284,0,8.2,27,46,77,0,51,55,70.68
6.4,2,1,19,1541,1600,18.3,66,47,79,2,50,29,69.01
8.8,1,0,22,1970,1521,26.5,63,63,95,2,19,77,69.83
6.9,4,3,38,1372,1314,14.2,64,60,70,3,80,71,83.23
8.5,0,3,66,1285,970,9.3,52,61,93,2,63,49,76.32
7.9,4,3,47,0,900,4.5,71,71,70,1,63,89,83.02
9.7,0,4,71,1549,1320,16.3,54,100,84,3,82,49,92.96
7.2,1,6,72,1502,1269,14.3,77,57,77,2,93,43,81.81
7.1,1,3,50,1192,945,6.2,40,52,84,4,51,77,66.8
7.5,1,1,35,1378,0,8.0,75,84,81,2,55,47,74.35
7.1,1,4,62,0,900,1.9,67,45,83,2,35,65,70.12
8.5,1,1,30,909,1210,8.7,71,91,84,2,64,19,72.44
5.6,1,2,22,1490,1680,19.6,54,26,79,1,63,59,55.11
6.2,2,1,26,1126,1298,9.2,91,74,90,2,34,58,67.84
6.2,2,4,46,2240,2200,40.7,47,42,83,2,39,73,72.51
8.6,3,2,33,1666,2187,30.0,100,49,95,0,66,33,84.89
9.6,0,2,26,1576,0,17.7,68,74,75,2,53,69,81.76
7.4,2,1,18,1658,1212,17.2,80,76,70,0,67,49,78.29
7.3,1,5,43,1352,0,10.6,86,72,82,4,53,72,81.71
7.6,1,0,10,1457,0,11.4,74,51,63,1,67,52,61.25
8.9,1,3,44,1651,1300,15.9,93,80,88,3,68,56,92.47
6.4,1,4,35,1207,1314,8.7,77,45,74,3,59,58,71.38
7.8,0,1,27,1704,1185,17.3,73,58,87,0,58,50,68.18
8.7,0,1,34,2132,2159,36.8,68,56,81,3,49,27,72.49
8.1,0,3,50,1056,900,5.3,66,61,77,2,46,56,70.71
7.7,2,1,33,1659,1615,21.9,80,53,81,3,36,46,72.67
8.7,2,3,38,1254,1448,13.6,44,68,63,1,100,54,78.76
4.3,4,0,6,0,900,2.6,57,30,73,2,91,88,63.57
8.3,2,1,23,1707,1411,19.2,69,73,86,2,46,78,81.53
6.7,0,2,36,1601,0,14.3,46,51,64,1,59,62,56.76
5.3,3,3,10,2063,2200,34.8,77,38,83,3,99,34,75.19
8.1,3,4,44,2010,2085,34.1,56,80,86,2,73,43,88.04
9.1,1,2,49,1065,1047,7.8,37,96,71,1,88,46,75.91
7.3,1,3,34,0,900,4.2,49,70,91,2,100,73,73.16
8.6,4,3,42,1729,1627,24.0,77,69,86,2,70,66,90.67
9.4,1,3,45,1724,1896,27.6,41,61,91,1,74,78,84.83
9.1,3,3,25,1856,1822,27.3,42,45,81,3,90,69,86.31
9.5,0,1,45,1641,1701,24.2,69,77,73,1,55,66,77.55
8.4,0,2,33,1678,0,19.7,36,39,89,1,90,60,73.08
7.6,1,3,33,1190,0,8.4,70,69,78,0,69,55,75.7
5.6,1,2,43,1626,2126,29.2,22,28,87,2,100,29,58.47
7.2,3,4,53,1435,1631,17.7,68,64,73,5,71,59,93.03
6.5,5,2,34,1705,1774,23.5,58,79,72,3,78,74,85.79
10.0,1,0,31,1471,0,10.4,89,75,70,0,52,77,77.0
7.3,0,6,73,1634,1989,26.7,24,79,92,4,56,57,77.01
7.6,3,4,75,1684,1484,19.3,48,85,84,0,92,68,89.86
8.2,2,6,76,1690,0,17.9,69,64,63,2,100,48,92.32
7.6,0,4,59,1276,1285,10.3,59,91,74,1,35,48,73.47
9.5,1,5,74,2225,2159,38.8,51,63,80,0,52,14,85.06
6.8,2,6,76,1576,1506,16.5,28,44,93,6,86,91,88.14
7.7,2,1,6,1689,2015,28.7,67,46,75,3,55,66,71.52
6.6,1,3,52,1517,1049,12.7,100,74,88,0,82,40,77.44
5.9,1,1,38,1167,1583,12.9,46,53,94,0,21,81,52.4
6.8,4,5,79,1734,1989,28.2,61,52,65,3,100,59,89.41
7.5,2,8,100,1580,0,16.8,66,73,78,2,77,81,98.0
7.0,1,2,27,1766,1706,24.7,52,35,71,2,63,34,62.45
6.7,1,0,20,1300,1297,13.6,59,100,92,3,60,81,74.33
5.8,2,0,15,0,900,1.8,41,38,83,1,85,71,54.33
7.4,0,3,58,1400,1708,19.6,35,71,73,1,40,53,65.72
5.7,0,2,35,1580,1700,22.1,87,65,68,3,65,54,68.98
8.4,1,4,66,1514,0,13.6,57,62,71,1,48,41,78.11
7.6,1,2,26,1414,1420,15.2,69,80,68,1,81,73,72.44
5.8,2,3,56,1580,1119,14.8,67,70,72,0,60,40,70.22
7.1,0,4,39,1928,1512,25.0,42,59,71,3,79,22,68.95
6.6,2,1,16,1637,1912,25.3,36,69,83,4,51,84,69.91
7.9,1,1,11,1851,1969,29.1,48,27,70,1,97,60,67.58
9.1,0,3,98,0,900,2.5,64,60,83,4,53,60,81.83
5.2,0,3,55,1449,1651,19.3,45,63,71,0,77,46,64.19
7.6,4,4,41,1516,1669,19.8,51,51,66,0,31,93,85.82
7.3,3,0,0,1572,1789,22.2,23,60,75,1,65,50,61.47
8.3,0,6,55,1366,1152,10.7,59,61,71,2,51,51,76.17
7.8,2,5,52,1575,1716,21.5,61,35,66,2,100,52,79.82
6.6,2,2,21,1970,2083,34.0,59,73,71,1,50,43,69.82
7.1,4,2,19,2023,2200,36.5,41,62,93,5,45,60,80.1
6.5,1,2,26,1912,1007,17.5,42,40,73,3,68,66,60.55
8.8,2,3,58,1591,2188,28.8,40,95,80,2,42,50,87.61
7.5,0,3,43,1284,1495,14.3,52,65,71,3,51,30,73.27
9.8,1,3,56,2234,2200,39.7,47,72,85,4,71,40,89.83
7.4,4,1,6,0,900,3.0,85,60,64,1,48,65,72.36
6.6,1,1,16,1345,1272,11.0,92,89,89,0,75,31,66.59
5.7,1,6,67,1957,2043,31.9,76,71,87,3,100,68,85.83
5.3,0,3,52,1609,2026,24.8,61,44,76,1,78,76,66.74
5.6,2,0,7,1190,1571,13.6,54,23,94,2,31,67,53.99
7.8,2,2,60,1055,1209,8.8,44,73,86,3,49,63,74.41
8.1,1,3,35,1917,2099,32.3,61,61,100,1,47,55,79.11
5.6,4,3,30,1327,0,9.8,57,50,85,2,62,60,69.42
8.6,0,2,38,1122,0,6.2,41,62,67,2,70,56,68.81
6.9,1,4,55,1419,1223,12.8,45,31,71,2,78,37,68.63
7.7,4,1,29,1498,1739,22.0,24,64,87,2,92,55,78.08
9.4,1,2,33,1611,1787,23.7,41,63,63,3,96,76,84.39
8.6,1,1,19,1595,1440,17.7,67,58,77,2,68,76,72.09
7.2,1,4,47,1280,1090,8.9,78,62,48,0,83,48,79.73
6.4,3,5,65,1500,1661,20.9,69,83,87,2,52,66,83.66
4.9,0,2,11,2015,1939,31.5,50,48,76,1,80,61,53.95
6.6,4,4,75,1184,986,6.3,30,79,73,0,80,53,75.79
7.2,2,2,53,1641,1726,23.1,38,63,77,3,71,63,74.78
6.3,0,3,60,0,900,3.1,67,79,70,1,70,58,63.18
7.3,2,4,51,1183,907,6.6,67,60,67,3,99,59,80.99
7.6,1,4,48,1376,1291,12.1,48,48,78,0,100,51,73.12
7.2,1,4,65,1839,2021,31.3,52,95,73,2,73,70,83.34
6.7,2,2,19,889,1282,9.3,94,75,68,1,73,41,73.06
7.7,4,0,27,2129,2200,37.2,28,85,97,1,44,32,77.19
8.0,0,3,10,1112,984,4.8,60,73,77,2,72,46,67.91
6.2,1,2,27,897,900,5.0,38,59,73,2,75,54,59.34
9.2,1,2,18,1505,1504,18.9,39,82,77,2,32,58,72.37
7.4,1,2,52,1371,0,12.1,67,71,77,2,45,61,74.05
7.5,1,3,62,1314,900,7.5,90,53,75,1,78,44,74.38
8.3,0,3,54,1692,0,18.8,71,71,63,1,71,85,78.29
7.8,2,2,62,1222,900,6.3,88,57,91,2,66,67,84.39
8.6,1,0,10,1670,1673,23.1,25,44,69,0,57,45,57.85
7.8,0,5,79,1748,2011,28.5,68,61,93,5,96,60,86.69
6.8,3,4,34,1088,1315,10.0,76,50,66,3,88,58,76.82
7.9,3,2,29,1807,1487,22.9,55,96,87,3,54,72,83.15
6.1,1,2,35,1731,1501,21.8,74,40,88,0,86,75,70.74
7.6,1,1,8,1965,0,24.5,100,55,78,1,59,82,76.55
7.5,2,1,25,0,900,1.9,62,52,60,0,29,64,64.85
7.3,1,1,0,0,900,2.7,52,73,79,0,67,37,61.33
7.3,0,5,77,1501,1785,22.2,80,65,91,3,49,84,85.08
5.2,2,3,39,1249,1079,7.8,79,85,64,1,78,51,74.37
6.8,0,3,34,1876,1903,31.4,55,84,74,2,55,57,71.25
7.6,0,3,57,1514,1327,14.8,50,63,68,1,26,56,69.16
7.7,0,1,43,2046,2051,35.7,79,45,83,0,63,41,74.44
6.3,0,2,47,1712,1553,23.0,52,64,94,4,91,62,67.42
9.0,0,2,21,1492,1352,16.4,59,70,77,2,53,45,70.9
6.5,5,3,56,1235,904,5.5,65,35,70,3,74,80,80.56
8.7,1,3,42,1468,900,9.9,56,62,96,0,71,31,74.52
8.0,0,1,38,1781,1685,26.2,60,66,80,1,19,81,70.35
6.7,0,1,25,1047,1131,5.5,45,60,77,3,63,70,65.01
9.6,4,2,11,1378,1429,13.7,70,52,75,2,73,61,82.17
6.1,1,1,18,0,900,2.2,52,57,66,5,51,55,55.87
8.6,1,2,21,1015,900,5.2,87,63,84,0,56,82,77.36
8.7,3,0,0,1187,0,7.5,62,73,87,2,48,87,76.67
6.7,1,4,53,0,900,4.4,78,45,75,0,82,55,70.31
9.2,1,4,62,0,900,2.0,71,85,84,5,46,51,85.69
7.2,0,3,59,1316,1023,7.3,80,69,56,0,37,41,67.99
7.8,1,3,38,1418,1029,10.4,51,41,75,6,79,69,75.13
7.8,1,5,88,1606,1898,25.0,38,67,71,0,59,39,81.2
7.3,2,1,0,1710,1824,25.3,43,62,79,2,76,56,70.97
8.5,1,2,21,1915,1908,29.4,42,63,66,2,66,42,75.81
8.5,1,0,40,0,900,3.5,45,41,61,3,43,54,65.28
5.4,0,2,16,1980,1984,29.5,38,50,75,3,42,66,55.96
9.1,0,0,28,1855,1760,27.7,57,56,77,1,10,49,62.67
5.5,1,5,69,1386,1800,19.4,73,48,90,5,63,58,75.01
8.7,4,2,32,1570,2000,25.8,36,80,83,3,63,57,81.53
8.9,1,3,60,1331,1078,9.8,47,55,85,0,71,40,80.58
6.2,2,2,45,1575,1643,20.8,78,93,58,1,33,44,77.52
7.0,1,4,78,0,900,3.4,32,100,88,4,58,100,79.37
6.2,0,3,42,1451,1666,21.1,59,63,87,3,91,50,72.14
7.2,0,2,36,1157,900,4.8,70,40,82,2,100,64,66.85
7.1,1,1,18,1935,2200,34.1,97,40,51,2,71,42,73.4
8.4,0,2,17,2012,1780,30.5,17,72,79,4,63,33,69.37
9.1,0,3,48,1272,1238,9.6,36,63,72,1,38,42,68.1
9.2,2,2,31,1656,1371,18.5,65,55,74,2,63,56,80.53
6.8,0,0,0,1285,1151,8.7,53,60,70,0,44,39,50.05
7.2,1,2,50,1476,1217,14.2,10,40,81,2,92,29,63.53
5.5,1,1,24,1340,1101,6.8,51,94,66,2,52,50,56.36
6.5,1,3,35,1311,1504,13.3,43,68,79,4,83,64,72.16
8.7,1,5,74,1557,1546,20.8,30,91,90,0,69,63,81.75
9.4,1,0,2,955,1453,9.2,53,83,72,3,77,59,73.4
6.0,1,4,61,1343,1288,11.5,36,69,73,3,69,47,69.54
6.8,2,3,66,2500,2200,43.6,44,45,65,1,75,74,79.86
7.5,3,5,75,1037,0,4.5,83,19,86,1,74,87,82.03
7.8,0,2,26,0,900,1.6,93,79,68,0,75,56,69.59
6.5,0,3,30,1385,1462,16.0,43,59,71,2,49,82,64.19
8.0,3,2,23,1586,0,17.2,62,98,85,2,81,70,84.71
6.9,1,3,58,1446,1123,11.8,71,53,82,0,32,84,73.4
7.5,1,1,21,1270,1503,15.2,44,62,61,2,68,60,65.46
8.2,1,2,42,1790,2094,30.1,42,58,83,2,43,73,74.35
7.5,0,3,41,1544,0,15.0,71,83,75,4,79,86,79.43
7.0,1,3,31,1312,1683,17.1,55,21,76,1,90,56,66.77
7.4,1,0,18,1757,1630,24.2,56,68,92,4,29,76,68.96
7.4,0,1,9,1341,1601,14.7,38,51,86,0,39,53,55.91
7.1,1,2,27,1237,999,6.0,41,62,90,3,45,49,68.04
7.2,2,2,15,1676,2200,30.6,61,86,68,2,89,34,82.33
9.4,1,2,19,1107,900,7.0,52,50,92,2,36,78,73.01
8.2,0,3,59,2027,1751,29.8,61,46,70,0,53,78,69.89
7.1,1,3,61,1954,2200,33.3,76,90,70,2,33,55,80.12
8.3,2,2,50,1664,1236,15.4,62,58,77,1,71,40,77.9
7.1,2,6,98,1325,0,10.7,48,52,83,1,86,64,82.68
8.9,2,4,52,1179,1046,4.2,76,57,90,2,31,64,83.07
7.9,0,3,55,800,0,4.9,59,37,77,2,92,32,68.63
7.4,2,4,73,1984,2047,32.4,83,86,95,3,80,85,96.71
8.0,2,4,44,1209,1149,8.2,47,86,98,1,51,44,78.12
5.6,0,0,12,1606,1791,22.0,57,28,66,3,24,55,46.12
6.1,1,4,56,1559,0,16.7,53,52,91,4,100,52,74.28
6.1,1,6,53,0,900,4.7,61,32,79,2,87,40,72.17
7.7,2,4,62,0,900,4.2,64,75,88,1,73,21,80.13
9.6,0,5,59,0,0,1.3,59,77,67,2,96,60,86.6
10.0,1,0,25,998,1072,6.1,74,53,90,3,59,41,75.62
8.3,3,3,34,1318,1358,12.3,67,57,72,2,49,68,82.04
8.1,2,0,14,1160,1380,10.7,100,85,89,2,14,57,78.74
5.3,4,4,59,1737,2200,29.5,100,53,77,4,100,61,89.49
6.8,4,2,8,0,900,1.7,47,49,76,2,85,53,72.16
6.6,0,2,29,1751,1649,22.7,50,74,77,3,60,69,61.63
6.8,2,1,27,1426,1244,13.3,36,61,85,2,61,59,64.94
7.3,1,4,73,1247,1200,8.0,89,82,77,3,88,83,93.72
6.9,3,7,94,1556,1768,23.0,52,75,84,2,75,44,92.61
5.1,1,3,59,1832,1681,26.9,64,65,78,4,54,98,77.23
8.4,5,3,54,1055,1204,7.3,38,50,65,1,58,81,84.08
6.2,2,4,66,2133,1861,32.5,62,79,81,1,74,74,85.5
7.8,2,1,31,1426,1421,15.5,28,63,82,3,79,57,68.31
10.0,0,2,29,1464,1076,11.7,81,70,63,0,42,67,76.3
6.4,0,3,31,1980,1838,32.5,93,34,74,0,59,61,66.51
4.5,2,2,57,1483,1852,20.6,72,42,85,3,20,48,66.53
7.2,0,0,21,1468,0,13.4,42,46,79,1,93,40,61.18
8.8,3,1,20,1225,1191,9.0,69,74,82,3,57,58,79.93
9.9,0,0,19,1326,1393,12.2,63,83,73,0,80,23,71.43
6.0,2,2,39,1288,1416,11.6,85,53,71,3,41,48,72.56
8.1,1,2,21,0,900,2.7,75,66,81,3,87,53,70.55
6.9,2,1,16,970,0,3.7,40,59,47,2,79,64,65.65
7.4,2,0,29,875,0,5.2,80,89,82,2,32,63,73.06
10.0,1,2,33,0,900,3.1,58,32,88,2,60,28,71.67
5.7,0,8,100,1430,1611,17.5,83,39,85,2,65,83,81.86
7.8,0,3,64,1085,900,3.6,31,58,78,1,73,32,69.96
8.1,1,3,45,1695,1786,25.1,69,68,89,1,96,27,81.02
8.8,1,5,56,1433,1684,20.0,54,57,88,1,85,66,81.25
7.6,2,3,47,1021,900,4.4,61,36,63,0,69,71,70.73
7.9,1,1,13,1957,1792,28.3,47,73,74,2,83,59,72.27
7.0,1,3,25,0,0,5.1,69,87,78,1,63,63,71.52
7.8,1,4,70,1372,1150,10.6,43,37,79,3,92,73,79.75
7.1,0,3,42,1654,1428,19.3,31,67,83,2,39,58,65.72
8.2,1,5,25,1993,1859,30.7,46,82,83,2,86,64,85.51
7.1,4,4,61,1489,1296,14.6,46,68,79,0,80,44,74.11
8.0,3,3,49,1504,1625,19.4,54,80,84,1,53,51,82.9
7.5,1,1,51,1931,1950,28.9,72,56,76,2,44,70,74.25
8.9,1,3,45,1411,1049,11.7,43,52,91,2,42,79,78.16
7.4,3,2,50,1821,2200,33.1,74,82,96,1,50,51,89.74
5.4,1,0,19,1477,0,13.1,70,61,90,1,79,40,62.74
9.0,0,1,13,1551,1533,19.5,78,69,85,2,62,100,76.51
6.4,0,1,27,0,900,1.8,53,62,81,3,53,65,56.44
6.7,1,3,43,1546,1543,18.7,88,36,77,2,46,28,68.15
6.8,4,2,23,1389,0,10.1,54,49,84,1,79,45,72.54
9.1,2,5,62,1339,1000,8.5,76,69,80,5,93,28,93.38
4.9,0,4,48,1304,1220,12.0,90,81,88,2,84,61,73.28
10.0,0,3,45,1111,1469,11.9,81,52,73,1,45,58,78.65
8.8,2,2,33,1366,1506,15.2,57,54,89,1,64,55,76.91
7.8,3,0,1,1420,0,13.1,40,72,81,3,61,54,72.5
7.4,2,3,42,1622,1478,18.6,42,23,83,2,70,56,70.34
7.8,2,0,0,1472,1267,13.8,42,59,75,2,18,68,60.66
8.1,0,1,6,1823,1694,25.2,47,44,77,1,66,71,64.39
8.3,3,4,53,1809,1937,28.8,59,98,86,1,33,50,92.04
8.2,2,4,83,1903,2158,32.6,71,76,92,3,100,66,98.0
7.6,1,3,55,1439,0,11.7,74,47,59,3,46,73,73.19
7.3,2,1,7,1346,0,11.1,77,62,77,4,85,84,73.48
7.3,0,1,46,1089,1332,10.4,76,45,63,2,55,48,65.38
7.3,0,1,21,1892,2169,33.5,57,44,75,1,58,84,63.71
8.9,0,2,16,1153,1280,10.5,71,45,85,2,64,73,71.34
8.2,0,1,20,1229,1586,13.0,55,52,85,0,56,51,66.67
4.0,1,1,36,1567,1088,12.8,65,57,92,1,19,54,51.29
8.3,1,1,4,1407,1176,11.8,55,83,80,4,52,67,71.3
7.7,1,1,6,1934,1939,30.1,59,45,61,3,50,43,66.23
7.5,1,0,37,1269,1004,7.3,53,47,79,1,23,41,60.43
7.0,1,3,50,1508,1737,20.4,27,96,89,2,53,37,70.67
8.8,0,1,14,944,900,5.6,55,68,88,1,58,64,70.68
8.6,2,3,44,1869,2200,34.3,70,60,85,1,46,51,85.84
6.6,1,0,14,997,900,6.3,77,45,75,3,52,67,62.23
8.0,1,5,67,2246,2200,39.9,68,52,91,3,72,76,89.05
6.3,3,2,54,1464,1257,14.9,42,59,79,4,58,80,70.39
5.8,2,4,59,1413,0,12.4,50,75,64,1,57,22,68.31
6.7,3,1,31,1490,1525,16.3,31,41,72,2,55,53,64.76
8.5,1,3,47,1177,1347,11.0,72,61,81,0,64,29,78.11
8.6,0,3,45,1697,1437,19.9,43,93,67,0,41,41,75.61
8.1,2,4,71,1377,1773,17.6,66,39,72,1,73,18,80.83
8.4,0,4,71,1406,1748,21.1,68,84,68,2,92,73,85.88
8.1,1,3,21,1885,1840,28.1,44,97,81,2,51,28,83.87
6.7,0,1,21,984,1063,4.0,64,60,71,2,68,40,58.31
8.0,3,5,100,1441,1444,15.1,92,84,84,3,57,45,98.0
8.5,0,3,39,1467,1630,20.3,53,34,78,2,65,74,71.77
